# TIPO,LOGRADOURO,BAIRRO,CIDADE
PRACA,SAGRADOS CORACOES,PADRE EUSTAQUIO,BELO HORIZONTE
PRACA,SALVADOR MORICI,FLORESTA,BELO HORIZONTE
RUA,DAS SANFONAS,CONJUNTO CALIFORNIA,BELO HORIZONTE
BECO,SANTA CECILIA,JARDIM LEBLON,BELO HORIZONTE
RUA,SANTA INES,CONJUNTO TAQUARIL,BELO HORIZONTE
RUA,SANTA JULIANA,SALGADO FILHO,BELO HORIZONTE
BECO,SANTA RITA,CABANA,BELO HORIZONTE
BECO,SANTA ANA,JARDIM LEBLON,BELO HORIZONTE
BECO,SANTO ANTONIO,JARDIM SAO JOSE,BELO HORIZONTE
RUA,SANTO ANTONIO DE LISBOA,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,SAO BRAS DO SUACUI,NOVA ESPERANCA,BELO HORIZONTE
PRACA,SAO DIMAS,SERRANO,BELO HORIZONTE
PRACA,SAO GABRIEL,SAO GABRIEL,BELO HORIZONTE
RUA,MARIA IZABEL PEREIRA,SANTA CRUZ,BELO HORIZONTE
RUA,SAO MANOEL,FLORESTA,BELO HORIZONTE
RUA,SAO RICARDO,CONJUNTO PAULO VI,BELO HORIZONTE
BECO,SAO SEBASTIAO,CEU AZUL,BELO HORIZONTE
RUA,SAPUCAI-MIRIM,SANTA BRANCA,BELO HORIZONTE
RUA,SAPUCAI-MIRIM,ITAPOA,BELO HORIZONTE
RUA,SEBASTIAO DE MELO,LAGOINHA,BELO HORIZONTE
RUA,SEBASTIAO NEPOMUCENO,ITAPOA,BELO HORIZONTE
RUA,SEIS,BELMONTE,BELO HORIZONTE
RUA,SENADOR NILO COELHO,CEU AZUL,BELO HORIZONTE
RUA,SERRA DA MOEDA,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,SERRA DO JATOBA,DISTRITO INDUSTRIAL VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,SETE DE SETEMBRO,CABANA,BELO HORIZONTE
RUA,SETUBAL,POMPEIA,BELO HORIZONTE
RUA,SILVA ARAUJO,CACHOEIRINHA,BELO HORIZONTE
RUA,SILVIO DE MATOS,CAMARGOS,BELO HORIZONTE
RUA,SINVAL LADEIRA,RIO BRANCO,BELO HORIZONTE
RUA,DO SOPAO,JARDIM VITORIA,BELO HORIZONTE
RUA,SOUZA CALDAS,SAO CRISTOVAO,BELO HORIZONTE
RUA,SWAMY COELHO,CAICARAS,BELO HORIZONTE
RUA,TAMBORIM,VILA SANTANA DO CAFEZAL,BELO HORIZONTE
BECO,TARDE AZUL,VILA BARRAGEM SANTA LUCIA,BELO HORIZONTE
RUA,TELAVIV,OLARIA (BARREIRO),BELO HORIZONTE
RUA,TEOFILO PIRES,BOA VISTA,BELO HORIZONTE
RUA,TEREZINHA JESUS CARDOSO,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,TIETE,CAICARAS,BELO HORIZONTE
RUA,DOS TOPOGRAFOS,ALIPIO DE MELO,BELO HORIZONTE
RUA,MARIA TEREZA DE SOUZA,AARAO REIS,BELO HORIZONTE
RUA,TRES,CARDOSO (BARREIRO),BELO HORIZONTE
RUA,TREZE,PARQUE SAO JOSE,BELO HORIZONTE
RUA,VICENTE DE PAULA SILVA,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
BECO,TRINTA E TRES-B,JARDIM FELICIDADE,BELO HORIZONTE
RUA,UM,BELMONTE,BELO HORIZONTE
RUA,UM,OLHOS D'AGUA,BELO HORIZONTE
RUA,UNIAO,LEONINA,BELO HORIZONTE
RUA,VAI-E-VOLTA,JARDIM VITORIA,BELO HORIZONTE
ALAMEDA,VARGEM GRANDE,CASTANHEIRA II VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,VENEZA,NOVA SUISSA,BELO HORIZONTE
RUA,VEREADOR JULIO FERREIRA,NOVA GAMELEIRA,BELO HORIZONTE
RUA,VICENTE LONGO,JARDIM MONTANHES,BELO HORIZONTE
BECO,VILA NOVA,VILA SAO JOSE,BELO HORIZONTE
RUA,VINTE E DOIS,NOVO AARAO REIS,BELO HORIZONTE
RUA,VINTE E OITO,NOVO AARAO REIS,BELO HORIZONTE
RUA,VITORINO CERQUEIRA,PRIMEIRO DE MAIO,BELO HORIZONTE
RUA,WADY JOSE ALAU,PAQUETA,BELO HORIZONTE
AVE,WALDYR SOEIRO EMRICH,MILIONARIOS (BARREIRO),BELO HORIZONTE
RUA,WILLIAN ROBERTO MONTALVAO,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,XAVANTES DO OESTE,PADRE EUSTAQUIO,BELO HORIZONTE
RUA,ZACARIAS ROLEMBERG,COMITECO,BELO HORIZONTE
RUA,ZULMIRA,NOVA CINTRA,BELO HORIZONTE
RUA,ROBERTO GREGORIO CURI,JARDIM PIRINEUS,BELO HORIZONTE
RUA,WILSON JULIO DE OLIVEIRA,JARDIM PIRINEUS,BELO HORIZONTE
RUA,LUIZA MASCARENHAS,JARDIM PIRINEUS,BELO HORIZONTE
RUA,GUARACY BRANDAO DA MATTA,JARDIM PIRINEUS,BELO HORIZONTE
RUA,EUGENIA NASSIF NASSER,JARDIM PIRINEUS,BELO HORIZONTE
RUA,ADELINO DE ASSIS,JARDIM PIRINEUS,BELO HORIZONTE
PRACA,OSWALDO ZUCCHERATE,NOVA SUISSA,BELO HORIZONTE
RUA,ESPERANCA,MIRAMAR (BARREIRO),BELO HORIZONTE
RUA,QUATRO,VILA ZILAH SPOSITO,BELO HORIZONTE
RUA,CONCEICAO JANUARIA,ITAIPU (BARREIRO),BELO HORIZONTE
RUA,MANOEL SIPRIANO,ITAIPU (BARREIRO),BELO HORIZONTE
RUA,JOSE LAUREANO,ITAIPU (BARREIRO),BELO HORIZONTE
RUA,ACESSO UM,ITAIPU (BARREIRO),BELO HORIZONTE
RUA,D,BETANIA,BELO HORIZONTE
RUA,MAJOR CLARINDO DE PAIVA,TIROL (BARREIRO),BELO HORIZONTE
RUA,TINGUI,TIROL (BARREIRO),BELO HORIZONTE
RUA,JOSE ISIDORO FILHO,CONJUNTO HABITACIONAL VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,SENHORA DAS GRACAS,JARDIM MONTANHES,BELO HORIZONTE
RUA,DOS MOUROS,CAICARAS,BELO HORIZONTE
RUA,CORONEL MELQUIADES HORTA,JARDIM ALVORADA,BELO HORIZONTE
RUA,CREPUSCULO,CALIFORNIA,BELO HORIZONTE
RUA,CRISTINA MARIA DE ASSIS,CALIFORNIA,BELO HORIZONTE
RUA,JOSE CLAUDIO SANCHES,CALIFORNIA,BELO HORIZONTE
RUA,QUATRO,SERRANO,BELO HORIZONTE
BECO,AMARILIS,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,NATALI,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,NOSSA SENHORA DAS GRACAS,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,DA NECI,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,DA FELICIDADE,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,DONA ANTONIA,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,DA VO,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,ENTRADA DO LAR,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,VITORINO,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,DEL REI,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,MARIA NAZARE,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,PRINCIPAL,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
RUA,DELSO RENAUT,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,GLORIA,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,DA PAZ,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,DA AMIZADE,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,DAS ROSAS,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,DA COMUNIDADE,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,DO CARMO,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
BECO,NAIR,VILA DA PAZ (NOVO GLORIA),BELO HORIZONTE
RUA,GUAPE,SANTO ANDRE,BELO HORIZONTE
RUA,ANISIO TEIXEIRA SILVA,APARECIDA,BELO HORIZONTE
RUA,FLORENCIO PINHEIRO,PAQUETA,BELO HORIZONTE
RUA,JULIO DE CARVALHO,BRAUNAS,BELO HORIZONTE
RUA,FERNANDO TAMIETI,VENDA NOVA,BELO HORIZONTE
RUA,C,EUROPA,BELO HORIZONTE
RUA,ANTONIO PORFIRIO LUIZ,EUROPA,BELO HORIZONTE
RUA,GABRIEL EVANGELISTA LARA,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
RUA,OITENTA E TRES,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
PRACA,ERCIA BARBOSA SANTOS,ITAPOA,BELO HORIZONTE
RUA,ABILIO PERES DA SILVA,SAO BERNARDO,BELO HORIZONTE
RUA,UM,MINASLANDIA (P MAIO),BELO HORIZONTE
RUA,ESTRELA DA MANHA,OURO MINAS,BELO HORIZONTE
RUA,LEVI DE ASSIS,PIRAJA,BELO HORIZONTE
RUA,VINHO,GOIANIA,BELO HORIZONTE
RUA,DO CRAVO AMARELO,CAPITAO EDUARDO,BELO HORIZONTE
RUA,ROMANA GUIMARAES,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,RITA DE OLIVEIRA,FAZENDINHA,BELO HORIZONTE
BECO,LAZARO JUNIOR,FAZENDINHA,BELO HORIZONTE
BECO,SAO VICENTE 1,FAZENDINHA,BELO HORIZONTE
BECO,DA ARMINDA,FAZENDINHA,BELO HORIZONTE
RUA,TIA ANASTACIA,FAZENDINHA,BELO HORIZONTE
RUA,GERALDO DE OLIVEIRA,FAZENDINHA,BELO HORIZONTE
RUA,BATALHA,SAO FRANCISCO,BELO HORIZONTE
RUA,BATALHA,ERMELINDA,BELO HORIZONTE
BECO,ARARIBA,SAO CRISTOVAO,BELO HORIZONTE
RUA,PAULO DE SOUZA,FAZENDINHA,BELO HORIZONTE
RUA,AMERICA,FAZENDINHA,BELO HORIZONTE
RUA,AMERICANO,FAZENDINHA,BELO HORIZONTE
RUA,DODO NEVES,FAZENDINHA,BELO HORIZONTE
RUA,BOM SUCESSO,FAZENDINHA,BELO HORIZONTE
RUA,TRANSVERSAL,FAZENDINHA,BELO HORIZONTE
BECO,GERALDINA,FAZENDINHA,BELO HORIZONTE
BECO,CRUZEIRO DO SUL,FAZENDINHA,BELO HORIZONTE
RUA,SERTANEJA,FAZENDINHA,BELO HORIZONTE
RUA,JOSE JUSTINO,FAZENDINHA,BELO HORIZONTE
RUA,SANTA RITA,FAZENDINHA,BELO HORIZONTE
RUA,SANTA CRUZ,FAZENDINHA,BELO HORIZONTE
RUA,SAO MIGUEL ARCANJO,FAZENDINHA,BELO HORIZONTE
RUA,JERUSALEM,FAZENDINHA,BELO HORIZONTE
RUA,DAS PAINEIRAS,FAZENDINHA,BELO HORIZONTE
RUA,CEDRO,FAZENDINHA,BELO HORIZONTE
RUA,DAS MADEIRAS,FAZENDINHA,BELO HORIZONTE
BECO,ARLINDO,FAZENDINHA,BELO HORIZONTE
BECO,DO SERGIO,FAZENDINHA,BELO HORIZONTE
BECO,BOA ESPERANCA,FAZENDINHA,BELO HORIZONTE
BECO,EMILIA,FAZENDINHA,BELO HORIZONTE
RUA,SAO VICENTE DE PAULA,FAZENDINHA,BELO HORIZONTE
BECO,JOSE DIRCIO,FAZENDINHA,BELO HORIZONTE
BECO,DONA BENTA,FAZENDINHA,BELO HORIZONTE
BECO,ANTAO,FAZENDINHA,BELO HORIZONTE
RUA,RIO ABAIXO,FAZENDINHA,BELO HORIZONTE
BECO,TIA ANASTACIA,FAZENDINHA,BELO HORIZONTE
BECO,ADEMAR MACHADO,VILA BARRAGEM SANTA LUCIA,BELO HORIZONTE
RUA,GOMES FERRAZ,VILA BARRAGEM SANTA LUCIA,BELO HORIZONTE
BECO,MANOEL DUTRA,VILA BARRAGEM SANTA LUCIA,BELO HORIZONTE
BECO,PAULO AUGUSTO,VILA BARRAGEM SANTA LUCIA,BELO HORIZONTE
BECO,ALELUIA,SANTA RITA DE CASSIA,BELO HORIZONTE
BECO,DO COELHO - 3,MARCOLA,BELO HORIZONTE
BECO,SANTO ANTONIO,CONJUNTO CALIFORNIA,BELO HORIZONTE
BECO,SAO RAFAEL,CONJUNTO CALIFORNIA,BELO HORIZONTE
BECO,PEDRA BRANCA,SAO PAULO,BELO HORIZONTE
RUA,GERALDO MOURAO,BURITIS,BELO HORIZONTE
RUA,AUREA ROCHA MADEIRA,TUPI A,BELO HORIZONTE
RUA,DOS SITIANTES,MANTIQUEIRA,BELO HORIZONTE
RUA,LEVINO MARTINS DE FRIAS,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,JOSE CARCHENO,JAQUELINE,BELO HORIZONTE
PRACA,ENGENHEIRO LENINE SAVINI,PLANALTO,BELO HORIZONTE
PRACA,LUIZ RODRIGUES PEREIRA,ESTRELA DO ORIENTE,BELO HORIZONTE
RUA,JOSE ALVES CANCADO,RIO BRANCO,BELO HORIZONTE
RUA,WALTER DINIZ CAMARGOS,JAQUELINE,BELO HORIZONTE
BECO,ITAMIRIM VITORIA,VERA CRUZ,BELO HORIZONTE
BECO,MATUSALEM,VERA CRUZ,BELO HORIZONTE
RUA,LUIS DE OLIVEIRA,JAQUELINE,BELO HORIZONTE
RUA,FRANKLIN FIGUEIREDO,GRAJAU,BELO HORIZONTE
RUA,MARIA MADALENA ESTEVES,MINASLANDIA (P MAIO),BELO HORIZONTE
BECO,D,VILA ANTENA,BELO HORIZONTE
RUA,ANTONIO JOSE DINIZ,SAO BERNARDO,BELO HORIZONTE
BECO,CARATINGA,VERA CRUZ,BELO HORIZONTE
BECO,CRISTIANE CAMPOS MARTINS,TIROL (BARREIRO),BELO HORIZONTE
RUA,EFIGENIO NUNES PEREIRA,RIO BRANCO,BELO HORIZONTE
RUA,ROBERTO HORTA AZEREDO,CANAA,BELO HORIZONTE
RUA,A,BONSUCESSO (BARREIRO),BELO HORIZONTE
BECO,P,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,L,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,D,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,B,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,C,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,A,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,J,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,B,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,C,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,D,BONSUCESSO (BARREIRO),BELO HORIZONTE
RUA,E,BONSUCESSO (BARREIRO),BELO HORIZONTE
BECO,SAO GERALDO,MARCOLA,BELO HORIZONTE
PRACA,OSMAR GUIMARAES,SAO BENTO,BELO HORIZONTE
RUA,A,DIAMANTE (BARREIRO),BELO HORIZONTE
RUA,I,CAPITAO EDUARDO,BELO HORIZONTE
RUA,J,CAPITAO EDUARDO,BELO HORIZONTE
RUA,VEU DA NOIVA,CAPITAO EDUARDO,BELO HORIZONTE
RUA,FLOR DE CEREJEIRA,CAPITAO EDUARDO,BELO HORIZONTE
RUA,JOSE FRANCISCO DE ALMEIDA,CAPITAO EDUARDO,BELO HORIZONTE
RUA,AMERICA GARZON FERRARA,CAPITAO EDUARDO,BELO HORIZONTE
RUA,SONETO,CAPITAO EDUARDO,BELO HORIZONTE
RUA,ANJOS,CAPITAO EDUARDO,BELO HORIZONTE
RUA,CINCO,CAPITAO EDUARDO,BELO HORIZONTE
RUA,DA AGUIA BRANCA,CAPITAO EDUARDO,BELO HORIZONTE
RUA,CISNE DOURADO,CAPITAO EDUARDO,BELO HORIZONTE
RUA,OLHO DE AGUIA,CAPITAO EDUARDO,BELO HORIZONTE
BECO,E,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,F,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,G,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,H,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,I,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,Y,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,X,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,UNIAO,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,VILA RICA,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,JAIR DA LAMOURA,XODO MARIZE,BELO HORIZONTE
BECO,DE BAIXO,SERRA,BELO HORIZONTE
RUA,MANOEL GOES,SAO JORGE,BELO HORIZONTE
RUA,PAPOULA AZUL,HAVAI,BELO HORIZONTE
RUA,JOSINA DE SOUZA E SILVA,PONGELUPE (BARREIRO),BELO HORIZONTE
RUA,FLOR-DA-AMIZADE,JARDIM MONTANHES,BELO HORIZONTE
RUA,TRES,NAZARE,BELO HORIZONTE
RUA,PEDESTRE,HAVAI,BELO HORIZONTE
BECO,DO ENGENHO,ENGENHO NOGUEIRA,BELO HORIZONTE
RUA,MANGABEIRA DA SERRA,SERRA,BELO HORIZONTE
RUA,SEIS,NOVO SANTA CECILIA (BARREIRO),BELO HORIZONTE
RUA,PEDRA SABAO,PIRATININGA (VENDA NOVA),BELO HORIZONTE
RUA,MOACYR FROES,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,PEDRA TURMALINA,JARDIM DOS COMERCIARIOS (VENDA NOVA),BELO HORIZONTE
RUA,SOLDADO RUBENS FERREIRA,JARDIM VITORIA,BELO HORIZONTE
RUA,SOLDADO EXPEDITO LOPES,JARDIM VITORIA,BELO HORIZONTE
RUA,SOLDADO IZAIR BARBOSA,JARDIM VITORIA,BELO HORIZONTE
RUA,SOLDADO VALTER PEREIRA,JARDIM VITORIA,BELO HORIZONTE
RUA,CABO MARCOS DE ALMEIDA,JARDIM VITORIA,BELO HORIZONTE
RUA,SOLDADO MARIO NETO,JARDIM VITORIA,BELO HORIZONTE
RUA,SOLDADO EDISSON DE PAULO,JARDIM VITORIA,BELO HORIZONTE
RUA,SOLDADO VALERIANO DE ALMEIDA,JARDIM VITORIA,BELO HORIZONTE
RUA,HUMBERTO RODRIGUES DE OLIVEIRA,GOIANIA,BELO HORIZONTE
BECO,JANETE MONTEIRO,VERA CRUZ,BELO HORIZONTE
RUA,MANOEL TAVARES DE ALMEIDA,JARDIM VITORIA,BELO HORIZONTE
RUA,CEARA,JARDIM VITORIA,BELO HORIZONTE
RUA,SILVEIRA,JARDIM VITORIA,BELO HORIZONTE
RUA,ATAULFO ALVES,TUPI B,BELO HORIZONTE
RUA,SETE,SOLAR DO BARREIRO (BARREIRO),BELO HORIZONTE
BECO,QUINZE,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,N,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,UM,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,DOIS,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,DA PAZ,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,MARIA DA CONCEICAO,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,NOVO HORIZONTE,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,RIO NEGRO,VILA FORMOSA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,SAO JOAO,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,DAS ROSAS,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,JOSE MARIA,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,SAO VICENTE,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,JOSE SEVERIANO FILHO,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,CORONEL FABRICIANO,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,DOS GUARANIS,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,BRUMADINHO,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,ALVORADA,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,VITORIA,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,SIDERAL,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,DA HORTA,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
BECO,SEM NOME,VILA ECOLOGICA (BARREIRO),BELO HORIZONTE
RUA,IPANEMA,SANTA CECILIA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,JARDIM DO VALE,SANTA CECILIA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,B,SANTA CECILIA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,A,SANTA CECILIA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
BECO,A,VILA ITAIPU (BARREIRO),BELO HORIZONTE
BECO,I,VILA ITAIPU (BARREIRO),BELO HORIZONTE
BECO,G,VILA ITAIPU (BARREIRO),BELO HORIZONTE
BECO,F,VILA ITAIPU (BARREIRO),BELO HORIZONTE
BECO,M,VILA ITAIPU (BARREIRO),BELO HORIZONTE
BECO,IV,VILA ITAIPU (BARREIRO),BELO HORIZONTE
BECO,C,VILA ITAIPU (BARREIRO),BELO HORIZONTE
BECO,B,VILA ITAIPU (BARREIRO),BELO HORIZONTE
BECO,O,VILA ITAIPU (BARREIRO),BELO HORIZONTE
BECO,E,VILA ITAIPU (BARREIRO),BELO HORIZONTE
BECO,Q,VILA ITAIPU (BARREIRO),BELO HORIZONTE
BECO,P,VILA ITAIPU (BARREIRO),BELO HORIZONTE
RUA,TRINTA E CINCO,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,TOCHA FOGO SANTO,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,AGUIA GRANDES ASAS,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,FILADELFIA,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,JAZIEL,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,EMANUEL,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,JEOVA JIRE,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,GRANDE CELITA,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,JALALIEL,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,EL SHADAI,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,JERUSALEM,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,LIRIO DO VALE,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,DA HORTAS,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,VITORIA,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,ALELUIA,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,CONQUISTA,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,DEBORA,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
RUA,BAVAI,VITORIA DA CONQUISTA (BARREIRO),BELO HORIZONTE
PRACA,DOM CRISTIANO PORTELA,PALMEIRAS,BELO HORIZONTE
BECO,CHAPEU,JOAO PINHEIRO,BELO HORIZONTE
BECO,FELICIDADE,JOAO PINHEIRO,BELO HORIZONTE
ALAMEDA,DA DIVISA,PETROPOLIS (BARREIRO),BELO HORIZONTE
ALAMEDA,DO PEQUI,PETROPOLIS (BARREIRO),BELO HORIZONTE
BECO,CARATINGA,VISTA ALEGRE,BELO HORIZONTE
BECO,BEIRA-LINHA,INDEPENDENCIA (BARREIRO),BELO HORIZONTE
RUA,PROFESSORA MIRIAN SILVESTRE,SERRA VERDE (VENDA NOVA),BELO HORIZONTE
BECO,ALEGRIA,RIBEIRO DE ABREU,BELO HORIZONTE
BECO,DOS ALEGRES,DOM SILVERIO,BELO HORIZONTE
RUA,ESTRADA DE FERRO,BELMONTE,BELO HORIZONTE
AVE,PERIMETRAL,VILA SANTA RITA VALE DO JATOBA (BARREIRO),BELO HORIZONTE
RUA,GERALDO ROSA SILVA,PETROPOLIS (BARREIRO),BELO HORIZONTE
RUA,GAITA,FAZENDINHA,BELO HORIZONTE
RUA,PINGO D'OURO,TIROL (BARREIRO),BELO HORIZONTE
RUA,MACADAMIA,TIROL (BARREIRO),BELO HORIZONTE
RUA,GUIDO BARTOLOMEU MAGALHAES,TIROL (BARREIRO),BELO HORIZONTE
RUA,SETECENTOS E NOVENTA E SEIS,MARILANDIA JATOBA (BARREIRO),BELO HORIZONTE
RUA,JACARANDA,MARILANDIA JATOBA (BARREIRO),BELO HORIZONTE
RUA,SETE COPAS,MARILANDIA JATOBA (BARREIRO),BELO HORIZONTE
RUA,EMBAUBA,MARILANDIA JATOBA (BARREIRO),BELO HORIZONTE
AVE,EXPEDITO DE FARIA TAVARES,MARILANDIA JATOBA (BARREIRO),BELO HORIZONTE
RUA,ELIZEU DE LANA CARNEIRO,MARILANDIA JATOBA (BARREIRO),BELO HORIZONTE
RUA,A,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,B,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,C,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,E,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,F,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,UM,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,DOIS,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,TRES,RIBEIRO DE ABREU,BELO HORIZONTE
RUA,DAS TABOAS,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,CANA VERDE,SAO JOAO BATISTA (VENDA NOVA),BELO HORIZONTE
RUA,E,SANTA MARIA,BELO HORIZONTE
RUA,TROPICALIA,CONJUNTO PAULO VI,BELO HORIZONTE
RUA,UNIVERSAL,CONJUNTO PAULO VI,BELO HORIZONTE
RUA,DAS CEREJAS,CONJUNTO PAULO VI,BELO HORIZONTE
RUA,BOM DESTINO,CONJUNTO PAULO VI,BELO HORIZONTE
RUA,SORAIA MONTEIRO MATEUZ,CONJUNTO PAULO VI,BELO HORIZONTE
RUA,AN,CONJUNTO PAULO VI,BELO HORIZONTE
RUA,AM,CONJUNTO PAULO VI,BELO HORIZONTE
RUA,CARLOS LAMARCA,CORUMBIARA (BARREIRO),BELO HORIZONTE
RUA,SERGIO RODRIGUES GOMES,CORUMBIARA (BARREIRO),BELO HORIZONTE
RUA,NOSSA SENHORA APARECIDA,CORUMBIARA (BARREIRO),BELO HORIZONTE
RUA,LENIN,CORUMBIARA (BARREIRO),BELO HORIZONTE
